text;expected_sentiment
Excluding the Gary Cherone misstep,  I equally love both incarnations of VH.  But, this is horrible. The VH3 sound in good form, but DLR really ruins it with his God-awful pathetic singing.  He owes everyone who's already bought this a refund.  I played it once, and then tried a second time, only because I couldn't believe it was so bad the first time.  It was on and off the iPod in less than 24 hours. Now sitting on the shelf collecting dust.;negative
I like that Amazon offers a wide variety of free music it gives me a chance to listen to artists or genres that I might not otherwise pass up.;negative
Truly stupid.;negative
I didn't realize that there were two versions when I bought this one. In my opinion the acoustic version is much, much better! This one she sings quicker and it just doesn't have the same feel.;negative
"This is a beautiful song, however, the name of God, nor the Lord Jesus is not mentioned one time. I consider this a beautiful song but not a gospel song. But that's just me. It seems like something appropriate to AA 12-Step program which acknowledges  a ""higher power.""";negative
I gave this download only one star because, even though it did download into iTunes on my p.c., I could not get it to sync into my mp3 player as I did with two other songs I purchased from Amazon.com:  'I Can Only Imagine' by MercyMe, and 'All of Creation', also by MercyMe.  If your tech support team can help me with this, I would greatly appreciate it.;negative
Ambrosia Anthology had the same songs plus many more so it was a far better deal. I thought I might get a better quality sound but it was the same.;negative
this Club Nouveau/Timex Social Club greatest hits on Thump records is all rerecorded vocals by a different front man. Sounds awful. AVOID.;negative
"Sorry, but for me this is a commercial and basically pedestrian effort that sounds similar to other music of the current day, sung like many songs are sung by young singers; a bit of a diminishing of such a great voice, but younger fans will probably love it.  No goosebumps here, and that is a first for me with a Jackie E. recording.";negative
I got a lot of songs off of Amazon that were free and I didn't like any of them, including this song.  I guess it was worth the price.;negative
Some tracks seem like the same as the last one. A lot of Cricket chirping in quite a few songs. Guitar strumming is a little too loud to be considered Lullaby material. I think this would keep a baby awake not help it go to sleep. Not soothing enough in my humble opinion to be considered a cd for kids. Maybe for older adults while there awake but not for trying to fall asleep.;negative
Could not get this to download.  Kept getting error saying download failed.  This is a waste of money.  Don't buy if you want to download to your computer.;negative
This is the worst sleep music I have purchased from Amazon. It is just the same 5 minutes of music, cycled a dozen times. And the music is too intense for a sleep aid.;negative
like most of the songs i download i heard it on a commercial on tv and thought it was good after downloading it the song got on my nerves could have used my dollar on something much better!;negative
Decided to try it after hearing the short piece off Amazon. Some Soul I like but this is not one of them. Not quite sure why, just had no appeal to me.;negative
Don't like it;negative
Poor quality;negative
"It's a cute song, sung by a 15 year old with a catchy hook, ""baby, baby, baby...""
The beats and instrumentals are extremely catchy.";negative
"...I'd be reluctant to give any sympathy - it does generate some emotions though - teen angst and all that goes with it.

The Beatles want to hold your hand but the Rolling Stones want to come to your town and burn it down.

I'd rather be Michael McCarthy and the Beautiful Fools...";neutral
"My only gripe is that the quality on this ""remastered"" version sounds almost identical to the original compilation I bought a few years ago on Rhino. If you're buying for the music, it's a great starter set...the remastering, however, is insignificant on this release.";neutral
6.5 out of 10;neutral
enjoyable;neutral
Free music;neutral
I heard a song on the album The Heist and was impressed by the lyrics and the blend of two types of music. The song I heard referenced this song so I decided that I wanted to hear it. I love the lyrics and the blend but I was made aware of who exactly it was that I was listening to and  I lost interest quickly. There was no good beat to go with this song so the best thing about it was the lyrics. However, I am stumped as to what he means when he talks about two styrofoam cup. Is he talking about cough syrup? I am lost. Is this a new thing or what?;neutral
"The Beatles' audition for Decca Records is presented here in mono. The Decca Audition tracks that do appear on The Beatles ""Anthology 1"" release are in slightly better quality than here. But this release is acceptable, and should fill that empty hole in your Beatles collection until EMI decides to release the complete recording. This release also includes the three Lennon/McCartney compositions, which are frequently missing on the many bootleg albums these recordings have appeared on.";neutral
I really like the song stylistically, but the lyrical content though well written, is so shallow and pathetic. The words are so empty and selfish. But hey, it's right there in the title. I say it's time for more loving lyrics. I know it's about strength and taking care of yourself but it takes so much away from the poor guy the song is about. I tried to listen to this song three times after two and  half times I became unreasonably down (jk).Please no more...;neutral
Just confused why each song costs even with prime music.  I also do not like that I cannot put music on my phone or copy to CD for listening in car or on stereo.  Wish I could.;neutral
"This is a Christmas gift for my son who I am sure will love it, but there are some great old time style rock and role tunes on here that even I enjoy. ""Cocaine and Gin"" is fantastic and I also particularly like ""Redneck Paradise"".";neutral
I decided to try this song because it was available for free on Amazon. It's the perfect summer song, very mellow. My only complaint is that they sound almost exactly like Three Doors Down, but I like 3DD, so I guess that's OK.;neutral
These 50 songs will randomly play throughout my day. It is quite lovely and for the very inexpensive price, you can't be the deal.;neutral
I can't explain it because I really don't like this song but I like it. Maybe it's the musical beats that work while the lyrics need some work.;neutral
Like everyone else, I got hooked (much like bad drugs?) on this song when it released. Then--like everyone else--the novelty factor wore off and now I almost cringe when I hear it. But it was fun while it lasted!;neutral
Nothing on this album really grabbed me. It felt more like writers block strained to make an album. If I didn't know it was Alanis Morissette  I would have never guessed. For me it's probably a one and done. I may listen to it again but I doubt it. It certainly can't stand up to Jagged Little Pill.;neutral
"Jason Derulo may forever be trying to recreate his number one smash 'Watcha Say'. Why wouldn't he? After all, the Imogen Heap sample was quite brilliant, with his vocals more built around it rather than the other way around.

'Don't Wanna Go Home' samples two different songs, leading to a bit of a desperation to earn a hook. However, it works here, due to the more obscure nature of the two tracks in question, and the fact that they are integrated a bit more subtly than on 'Watcha Say'. The lyrics don't lend anything new to the pop music scene, in full-out party mode since what seems like the dawn of time these days (or before Tik Tok became the seventh most downloaded song ever). With that being said, there's nothing wrong with this single; it will easily propel Derulo into the Top Twenty once again, as it seems to have already done.

The bottom line is that Jason Derulo's new single is a good, faceless piece of pop worth dancing to. It's not the song that's going to earn him any credibility or establish his image, but it is going to keep people from leaving the party early, and that's all he really wants to do anyway.";neutral
"I use three stars because I realize I have no real talent to judge these.
However, I do enjoy them tremendously. They are clear in tone and sound and I listen to them constantly. Please understand I am talking about a variety of these collections. All sound good to me.

And they are very affordable. The performers may not be famous but I imagine they are, in fact, superb by any ordinary standard. I cannot believe my good fortune in finding and trying them.
Harold Holcombe";neutral
"This latest effort was good, but for such an established artist, it just seems like he created music that was a break from his standard practices.  Had this disc been released directly before or directly after WHERE I WANNA BE, then it would have fell right in and fitted perfectly.  However, now that we're at this later stage, it seems a little out of place for me and him.  Half of the disc has his stamp on it, but the rest sounds like it could have been performed by one of those ""up and comers"" trying to break into the industry. Don't get me wrong, again, it's a good cd.  It's just that it would have probably been a better cd if it had been released 5 to 7 years ago.";neutral
Ok cd;neutral
I really enjoyed this as it is one of the ones we sing at devotion in church all the time.  I added it to my small collection of gospel music that I listen to while I type.;neutral
I got this on special, 21 tracks for 89c, at that price I can forgive some blandness. Yes, it does sound like Muzak. Works well enough to round out my already massive Christmas tune collection.;neutral
"I read the reviews for this song and it was applauded by everyone as being a great rendition of the song.  I have been a Johnny Cash fan since I was 4.  My dad gave me Johnny Cash albums every year for Chrismas and I am a great fan of the man in black.  This rendition should have never been released.  I understand Johnny was sick and declining in health but this isn't even close to being a good recording.

You can pass on this one unless you just have to have everything Johnny put out.";neutral
It was okay.;neutral
HELP just isn't for me. Some great songs but some that I could just live without. That's unusual for a Beatles album as far as I'm concerned.;neutral
"I can see why people argue and don't like it. It's not like their previous albums. It's a lot more popish and doesn't really have that original sound we are use to having in their albums. It truly lacks the Head and the Heart. I mean I bought their previous two albums years ago and I still go back to them because they have that depth. It's not just the quality of the music but the heart and soul that clearly went into it. I don't think that Signs of Light has that.

I think with Signs of Light, as it is their first major record label release, they are trying to reach a wider, mainstream audience and because of that, A majority of the album really comes off as radio ready pop hits. Not to say that they aren't solid songs but again, They lack that heart and soul that went into previous works. And by doing that, I really do think it isolates their original core audience and that's pretty evident by the reviews posted for the album.

Signs of Light is a solid album and certainly worthy of 3 stars but it doesn't have any lasting quality. Once I go tired of listening to it, It's just gonna chill on the cloud service for a good long time.";neutral
Good band;neutral
"While not as immediately catchy as ""Teenage Dream"", ""Prism"" is still a likeable pop record that is easy on the ears and doesn't play around too much with the format that has made Ms. Perry successful over the last few years. Though for me the one off-note was ""Unconditionally""--I'm sorry it just sounds odd--like she's been told while she is singing the song that they are going to add an extra syllable onto the word because it makes a better chord progression but when you hear it, it just doesn't sound quite right. Why couldn't they just leave the 'ly' off and go with unconditional? Either way, this won't make too many new fans but regular listeners will eat it up, much like I did.";neutral
"I've been around long enough to have heard many bands from which Joywave have taken their musical cues. So, this music is far from being original. But, I see there are some young reviewers who have given this debut five stars. I just can't do that. This band has a ways to grow before I'd give this five stars. Five stars is classic, landmark, cornerstone recording. Is this ""Sgt. Pepper's Lonely Hearts Club Band""? Is this ""The Joshua Tree""? Is this ""Dark Side Of The Moon""? No, no, and no.

Joywave sound like they're trying too hard here. I guess I thought their debut would be better based on the song ""Tongues"". When I heard that song months ago, I sat up and said, ""Who's this?"" There was something about that track that reminded me of the best 80's New Wave bands with a modern twist. But when I bought ""How Do You Feel Now?"" I was greeted with ""Somebody New"" and ""Carry Me"" opening the album. Neither of those tracks did for me what ""Tongues"" did. ""Destruction"" was interesting for a minute but quickly turned annoying. ""Now"" was okay. ""Parade"" and ""In Clover"" were okay. ""Feels Like A Lie"" and ""Traveling At The Speed Of Light"" were weak. Did we really need a seven minute meandering track like ""Traveling At The Speed Of Light""? ""Nice House"" is, maybe, the only other track on this entire album that I felt came close to the interest I had in ""Tongues"". ""Bad Dreams"" was weak.

So, I once again say, this is a band who has potential, but it wasn't fully realized with ""How Do You Feel Now?"" I'm not sure they'll get the chance to make another album or two, but if they do, they need to go back to the drawing board and re-think their musical strategy.

""How Do You Feel Now?"" was just okay. It wasn't special or unique or innovative, but neither was U2's debut, ""Boy"", and look at how far they went. In the end, I give this album two and a half stars, which is being very nice--two and a half stars means half of five stars--or average. Just average.";neutral
"The best part of the song for me is when she says ""This is your world aint it"" and she's talking to Wayne

I'm like- did she just say it's Wayne's World?

And then I laugh, way way too much.";neutral
I love a lot of Rihanna's tracks, but I am usually turned off by the lyrics.  I love to hate her music.  Great beats and horrible, forgettable lyrics.;neutral
I had a problem and could not download the song to a disc and Amazon was kind enough to give me credit. It was to be  used to sing track in church and was of no benefit.;neutral
I got to hear this song on a radio station and liked it, so I purchased it. I don't know the meaning of the lyrics but I like the way the song plays.;neutral
I love Avenged Sevenfold but this song is by far not their best. Only if you want to get the whole Hail to the King album get this song. They have alot of better songs then this one Hail to the King, Carry On. So Far Away, Nightmare are some that i would rate 5 stars. For $1.29 its worth the money for sure.;neutral
Pop;neutral
The lyrics are a story that George Strait tells so well, and pulls it off.  I don't care for the ending where he tells her that it wasn't his chair after all.  I didn't like that part at all.;neutral
it's alright;neutral
This disc seems sort of flat. While Groban's voice is still good it doesn't seem as if his emotions are invested in each song. I feel he could have done better if he got into the character and the words better. I'm a little disappointed.;neutral
i like the music more than the rapping but its a good sampling choice that goes good together it gets a little more play than others;neutral
Funky;neutral
This is okay - I like some of Britney's music.  I am glad that she quit being in the headlines as a crazy and bad girl.  She has a God-given talent to sing and beauty - let's hope she keeps it together.;neutral
This song embodied the ideals of many of the flower children -- a revolt against the complexities and dehumanization of our highly technical and speeded-up world. It's among the songs I use like some people use their favorite benzodiazepine.;positive
This is what I listened to when I was in high school!!! They were short & to the point! Music was happier back then. If you like Golden Oldies, this is a good pick!!;positive
great tune;positive
relax;positive
Classic jam.;positive
Thank you Amazon! I love making all of my music purchases with Amazon because I know that I can listen from ANYWHERE I that I have Internet access. And on most occasions it is either the same price, or cheaper, when compared to Apple - which is another added bonus.  Needless to say,  I am GLAD that I turned from Apple to Amazon for all of my music needs!;positive
I am not a radiohead fanatic. I own the bends and ok computer. I love both of those albums. I am not a professional record analyst either. I do know a classic album when I hear one and this one is definitely a classic collection of beautiful songs that must be in any music enthusiasts record collection. Packaging is pristine and pressing is absolutely perfect. This record came to my house along with the new red hot chili peppers record the get away. I was so depressed after listening to the get away I couldn't imagine how the radiohead album would make me feel. But I slapped it on and my mood instantly began to move upward and I was so happy to hear the sound of tom yorkes voice sing so incredibly angelic. Please buy this record and experience this amazing feeling of happiness. Cheers!;positive
A good song;positive
Timeless.  One of those songs that if you catch it on the radio or someplace you will find yourself here on Amazon and buying it.  If your shoulders doing start to swing n sway then you are likely dead :-)  great song.  Great price.  Don't think twice.;positive
LUV IT  .;positive
Though they did not produce the plethora of hits that some did, this one, their initial offering will certainly go down as a great one no matter who you want to compare it to.;positive
I'm not much for hip-hop or rap, but I like this one. It's funny, clever, catchy and well done, even though Tone Loc sounds like he had a cold when he recorded it (or maybe that's just the way he normally sounds. I have no idea). Quite enjoyable.;positive
Love this woman so excited and glad she is making music again. This song is everything......it's amazing and I look forward to the full album.;positive
In the Still of the Night. Perhaps my favorite song that Ronnie Milsap has ever recorded. His version of the Five Satin's #1 hit of 1956 evokes the Doo-wop sound of that era and the magic of being with one's significant other while Mr. Milsap's version is playing it the background. Truly a masterpeice.;positive
Simple. Goofy. Fun as hell and a great party tune that will get folks up and dancing. Long live the Village People. I've never seen such a talentless group of musicians who produced such great sing-along songs. I want you as a new recruit.;positive
Very nice song, that makes me be bop all day long. Makes me believe my day is not so bad because somewhere in the world, someone has it worse then me.;positive
Maybe not my favorite renditions of these songs, but good, nevertheless.  Makes for good background music.  Well worth the price.;positive
What is not to love about this young man's prowess in the music industry! This may be his best yet. I love the flowing mix of R&B with hip hop in this trendy track and I totally recommend it for any party lover. Love you forever, Chris Brown.;positive
Great item!;positive
I had never heard of Ivan & Alyosha, but Amazon had this song for free, so I thought I'd give it a try. It turned out to be a great song! I love the melody and harmonies and am looking forward to finding more songs from this group.;positive
While reading book Real, this song was brought up a lot. I love this song! I miss the Goo Goo Dolls. I am so glad that the book brought up this song. I immediately downloaded it for my Kindle/computer. They were fantastic in concert. Their albums rock! I especially love this song!;positive
"""When I call your name"" came on the radio, I would listen to it and try to sing along.  It is beautiful but haunting song.  Vince Gill was little unknown country star; however, this song made him a star.  I would played and played this song so many times that I wore out my cassette.";positive
One of Michael's good ones which I always enjoyed listening to.  Nice, easy sound.  I play it from my cloud player on my Kindle while Im on my computer.  Love it;positive
Dang Amazon.  I used to live quite comfortably in my cocoon.  Now all the songs that really hit you are available.  This is one.;positive
"This is Prince ""LET'S GO CRAZY LET'S GET NUTS. I wonder of all the songs this man did that are locked up in vaults and never released how many more exceptional hits would he have. He also wrote song s for many other performers.";positive
Measures up to the hype!  I especially love the studio version of the Present Tense.  Must have for Radiohead fans and anyone interested in creative new alternative rock.;positive
Great, high energy instrumental Christmas song. Starts out nice and haunting and then kicks into a powerful, high energy rendition of classic Christmas music.;positive
Rock on.;positive
I believed she has tried to change her music also. The shouting style has gotten old. She's a beautiful woman and has great talents. It seems to me the newness of her music is going to lead her to more recognition. Not that she needs it. All the older stars are doing the Madonna thing. Remaking themselves and their music is more pleasant to my ears. I give her an A here. Now if she wants 5 stars she needs an A+.;positive
"Once again Mishara has given us a sampler to introduce us to new artists  that is vastly superior to the typical sampler. I do have an interesting observation. Maybe someone can tell me if Barnaby Bright's ""Reverend's Son""  borrowed the chorus from Gillian Welsh's ""Caleb Meyer"" or did they both borrow from some earlier tune?";positive
This is yet again one of his best songs before he went over the edge. I really think he could have had a better future if he had just gotten help.;positive
"I love Doo Wop and One Summer Night by the Danleers has always been a favorite of mine.

Listening it takes me back in time to when life wasn't so complicated.  Love was holding hands, holding each other and a tender kiss under the night sky that you hoped wouldn't end but knew it had to.

It was slow dancing and dreaming about the future you were sure you were going to share with that summer love you'd found.

No oldies collection is complete without this classic love song.";positive
My anthem for the moment. Not a big Beyonc fan but she can usually get my attention with at least one song on her album/cd. She has my old behind flexin on my ex in the mirror and making hand gestures to her words, anticipating the chorus so I can give my ex the middle finger. Beyonc did good with a girls anthem for Spring/Summer 2016. Thanks Bey!;positive
Only thing I hate about buying these mp3 song is it goes on one computer and that's it. I broke my computer and even though I bought this song I can't listen to it no more.... :( sad and disappointed... good song though;positive
I heard this in Twilight but didn't listen too closely to it.  I found it online and really heard the lyrics.  It is so nice and sweet, and powerful.  I really like listening to it.  The singer is amazing!;positive
"BEAUTIFUL SONG. ESPECIALLY FOR SOMEONE CLOSE TO YOU THAT IS GOING THROUGH HARD TIMES. WHETHER IT BE MENTAL, PHYSICAL, FINANCIAL. JUST A GREAT SONG TO LET THAT PERSON KNOW ""YOU WON'T LET GO "" !";positive
Let me start off this review by saying I have not yet seen the movie but I LOVE the soundtrack! I never buy soundtracks because I usually don't listen to them very often but Pitch Perfect is one of the movies for which I have made an exception. The music from this soundtrack is outstanding. The songs cover several genres including rap, country, blues, rock, and pop and they are all sung by various a capella groups. I enjoy almost all of the songs on this soundtrack but some of my favorites are the Winter Wonderland/Here Comes Santa Claus medley by Anna Kendrick and Snoop Dogg and the Riff Off by the different a capella groups. I'm from Wisconsin so of course I am very interested in the songs sung by the Packers! The soundtrack is approximately 44 minutes in length so it's fairly short but it's packed full of excellent, fun, and catchy music. After hearing this soundtrack, I am very eager to see the movie. I would highly recommend this soundtrack to anyone who enjoys fantastic a capella music!;positive
Blake's rendition of Micheal Buble Home is done excellently.  It's a fabulous song and he holds true to the feeling.  I can imagine any traveling artist or anyone who has to travel for a job with a loved family at home can relate to this song.;positive
This is such a good song, I can't get enough of it. It's another one of those songs with that laidback mellow groove and an awesome vocalist with that smooth style that matches the song perfectly.;positive
GREAT LOVE SONG---I HAD NOT HEARD THIS SONG IN YEARS. I JUST HAPPENED TO HEAR IT ON A LOCAL RADIO STATION AND KNEW I HAD TO ADD IT TO MY PLAY LIST. GREAT LOVE SONG!;positive
